Compactness,Major_Axis_Length,Extent,Area,class
0.737,492.4117,0.7225,103437,1
0.7051,413.9267,0.6249,66894,1
0.6845,540.1562,0.7006,107367,1
0.7224,406.9337,0.6959,67870,1
0.6685,465.7347,0.7452,76132,1
0.7168,456.6034,0.7556,84130,1
0.6681,484.4867,0.7578,82296,1
0.6892,457.1558,0.7354,77975,1
0.6588,478.5349,0.7102,78063,1
0.7411,395.426,0.7241,67440,1
0.6423,541.6973,0.7743,95090,1
0.6632,462.093,0.7517,73755,1
0.7307,472.7226,0.6811,93720,1
0.7268,454.3999,0.7486,85669,1
0.6918,412.399,0.7424,63928,1
0.5797,555.6465,0.7438,81479,1
0.6846,513.9794,0.7582,97248,1
0.6315,527.9617,0.7778,87308,1
0.7502,439.45,0.7643,85361,1
0.6514,502.8338,0.6348,84253,1
0.6095,589.4822,0.5154,101375,1
0.6375,507.8251,0.7343,82318,1
0.7204,421.9056,0.7434,72559,1
0.6313,505.0959,0.7707,79868,1
0.6788,483.3424,0.617,84542,1
0.6303,519.9932,0.6489,84359,1
0.6379,438.3143,0.6271,61409,1
0.6921,392.6507,0.7161,57996,1
0.6434,523.925,0.5421,89236,1
0.6351,507.8643,0.6794,81699,1
0.7385,464.7539,0.7353,92511,1
0.6762,509.9614,0.7422,93398,1
0.6199,524.5961,0.7585,83068,1
0.7029,569.1473,0.6595,125697,1
0.6035,528.9318,0.7732,80021,1
0.6739,510.9152,0.7188,93104,1
0.6118,493.5908,0.6802,71620,1
0.6182,511.3972,0.7696,78504,1
0.6577,446.1656,0.7456,67628,1
0.6501,594.9076,0.7619,117469,1
0.627,543.4178,0.7695,91175,1
0.6688,508.8192,0.7475,90959,1
0.6175,573.2172,0.748,98410,1
0.6856,550.9824,0.7456,112075,1
0.6141,545.023,0.7808,87984,1
0.679,464.0672,0.734,77985,1
0.6927,502.4897,0.7231,95149,1
0.6682,446.3577,0.687,69872,1
0.6996,456.8394,0.7439,80229,1
0.6966,482.075,0.6207,88581,1
0.6549,465.5536,0.5634,73018,1
0.691,464.1034,0.7668,80769,1
0.6285,492.458,0.5295,75239,1
0.7583,432.9209,0.702,84635,1
0.6706,491.5606,0.5997,85346,1
0.6826,508.1957,0.583,94521,1
0.7049,436.8619,0.6396,74469,1
0.6718,471.8917,0.6333,78934,1
0.6794,460.2221,0.6331,76774,1
0.6228,494.4006,0.6424,74462,1
0.7616,378.9867,0.7015,65428,1
0.6858,498.367,0.5971,91752,1
0.7248,408.2745,0.6374,68778,1
0.6128,520.657,0.5136,79951,1
0.6991,435.5519,0.6267,72826,1
0.6564,474.9657,0.5781,76345,1
0.6425,558.5865,0.5509,101155,1
0.6875,516.8344,0.6579,99147,1
0.6649,535.8074,0.5877,99695,1
0.6296,498.061,0.6362,77220,1
0.6842,486.849,0.6038,87144,1
0.7029,474.4727,0.6738,87356,1
0.6667,523.8675,0.6487,95817,1
0.6481,455.0934,0.5434,68320,1
0.703,510.9445,0.7481,101320,1
0.7278,454.044,0.654,85763,1
0.6753,481.4471,0.6418,83008,1
0.7097,473.4125,0.7112,88660,1
0.6295,457.9331,0.7434,65267,1
0.65,473.5977,0.6637,74428,1
0.644,514.0893,0.541,86092,1
0.7019,500.902,0.6068,97073,1
0.692,443.1738,0.6932,73873,1
0.6175,504.107,0.6969,76110,1
0.626,558.417,0.7065,95971,1
0.664,505.928,0.7393,88634,1
0.6803,462.3283,0.6177,77706,1
0.6435,558.9798,0.7451,101632,1
0.6413,545.6095,0.5429,96168,1
0.6931,475.5123,0.6255,85314,1
0.6682,420.2845,0.7521,61934,1
0.6815,424.7019,0.5879,65789,1
0.6644,471.2041,0.7045,76982,1
0.6918,411.8515,0.7264,63752,1
0.6181,496.6674,0.6688,74014,1
0.7944,388.8436,0.7344,74941,1
0.668,560.0814,0.7763,109945,1
0.6127,501.9174,0.6367,74272,1
0.6787,433.4113,0.5658,67958,1
0.6669,428.7935,0.7419,64226,1
0.6613,440.6173,0.725,66684,1
0.7048,518.9068,0.6128,105056,1
0.6667,548.6545,0.5704,105093,1
0.625,528.8235,0.5415,85803,1
0.6562,459.4141,0.6055,71369,1
0.6933,435.6846,0.636,71664,1
0.7264,442.0752,0.7179,81001,1
0.6152,490.0827,0.6089,71387,1
0.7147,432.0275,0.7382,74883,1
0.6794,434.7539,0.6524,68526,1
0.636,527.5077,0.625,88390,1
0.6253,567.0899,0.5283,98748,1
0.7207,431.1936,0.6826,75848,1
0.661,495.973,0.662,84407,1
0.7323,411.6989,0.6977,71379,1
0.7152,519.1311,0.6732,108264,1
0.5805,506.0381,0.7775,67762,1
0.6746,476.0073,0.7225,80991,1
0.6823,447.8136,0.5872,73320,1
0.6465,444.2776,0.5494,64787,1
0.6171,493.4279,0.6136,72824,1
0.7835,365.2963,0.761,64338,1
0.6477,523.8273,0.7403,90412,1
0.5789,535.5717,0.7769,75494,1
0.6661,460.6736,0.718,73944,1
0.6612,486.2447,0.744,81185,1
0.6919,435.476,0.6796,71301,1
0.5948,613.415,0.7624,104566,1
0.6363,520.3164,0.7465,86092,1
0.6789,544.6092,0.6605,107364,1
0.635,454.2594,0.7599,65347,1
0.6627,519.2926,0.7539,93014,1
0.7048,454.5577,0.7411,80622,1
0.6116,503.7119,0.7047,74545,1
0.6767,476.5435,0.6625,81665,1
0.6864,459.2863,0.7145,78058,1
0.614,537.7672,0.7202,85617,1
0.6897,427.9692,0.7506,68421,1
0.6502,476.6759,0.7657,75450,1
0.6443,576.8219,0.7879,108466,1
0.7052,446.6846,0.6823,77930,1
0.7547,461.1654,0.6704,95146,1
0.6547,494.534,0.7607,82337,1
0.7665,407.71,0.6606,76702,1
0.7093,497.9173,0.6282,97966,1
0.6853,448.3368,0.6325,74143,1
0.6538,494.1882,0.6903,81992,1
0.6453,422.4393,0.5808,58368,1
0.645,511.7507,0.5534,85579,1
0.6818,466.8338,0.5904,79573,1
0.6004,485.9494,0.495,66859,1
0.6577,468.2959,0.7072,74494,1
0.6981,444.7661,0.6686,75714,1
0.6443,478.0779,0.5578,74525,1
0.7849,328.2684,0.7282,52143,1
0.6442,481.8891,0.6388,75699,1
0.6989,477.7182,0.6741,87562,1
0.673,412.2161,0.7503,60455,1
0.656,492.3956,0.5814,81937,1
0.6398,472.3027,0.7271,71723,1
0.6638,519.304,0.7532,93323,1
0.6886,442.3627,0.7294,72866,1
0.6724,595.5913,0.6946,125949,1
0.6924,447.4592,0.6225,75382,1
0.6226,488.5854,0.5225,72677,1
0.6725,526.2346,0.5919,98350,1
0.6712,424.347,0.7346,63720,1
0.6699,459.1853,0.5751,74327,1
0.6572,408.9173,0.6937,56718,1
0.644,484.2132,0.7454,76372,1
0.6751,556.8954,0.7671,111027,1
0.6918,453.5943,0.7359,77346,1
0.7389,369.3241,0.6073,58497,1
0.6397,465.1015,0.592,69535,1
0.6675,468.7965,0.5718,76901,1
0.6859,488.2974,0.7295,88112,1
0.7644,383.6983,0.6326,67562,1
0.7361,488.7574,0.7195,101656,1
0.6916,418.8596,0.7636,65917,1
0.7025,470.3927,0.7416,85774,1
0.5894,557.7839,0.6139,84892,1
0.7193,410.4505,0.7246,68462,1
0.6575,518.6496,0.7284,91338,1
0.6904,439.2749,0.7484,72243,1
0.6834,447.9943,0.7485,73613,1
0.5976,523.3349,0.761,76816,1
0.5801,610.3292,0.5594,98464,1
0.6348,504.9143,0.682,80687,1
0.6497,561.8034,0.6268,104650,1
0.7285,416.6535,0.7225,72356,1
0.6524,509.7596,0.5805,86870,1
0.6621,511.863,0.6709,90217,1
0.6014,422.6272,0.7071,50731,1
0.6335,520.3233,0.6995,85325,1
0.6463,540.3674,0.7503,95801,1
0.6579,454.4814,0.5418,70222,1
0.7628,364.0242,0.6819,60553,1
0.6315,483.1775,0.6275,73120,1
0.6236,563.9474,0.6676,97132,1
0.5856,544.3086,0.5424,79793,1
0.6651,448.7094,0.7161,69949,1
0.6533,455.8138,0.7149,69655,1
0.7343,466.4165,0.6931,92115,1
0.6025,593.4557,0.6226,100401,1
0.682,494.6785,0.7454,89388,1
0.7596,400.3075,0.7435,72624,1
0.624,476.6936,0.5233,69490,1
0.6672,457.0433,0.7044,73031,1
0.6286,567.5198,0.613,99963,1
0.6941,404.3081,0.6033,61860,1
0.6851,498.7607,0.7386,91710,1
0.6503,470.4879,0.673,73528,1
0.7097,429.743,0.697,73065,1
0.7051,508.0023,0.674,100776,1
0.6239,518.8682,0.5431,82301,1
0.6732,474.8035,0.6204,80251,1
0.6752,454.4932,0.689,73958,1
0.6506,533.2778,0.5474,94555,1
0.6833,512.6364,0.7325,96357,1
0.679,517.845,0.5879,97110,1
0.6677,428.4965,0.7221,64286,1
0.6786,471.151,0.6921,80283,1
0.7233,439.3614,0.6591,79317,1
0.6698,509.1276,0.5864,91329,1
0.6595,491.9053,0.7433,82647,1
0.6635,464.0992,0.6437,74478,1
0.6235,593.7296,0.7231,107620,1
0.7412,416.7433,0.7518,74928,1
0.6668,538.2711,0.6451,101189,1
0.6314,495.5782,0.5568,76894,1
0.5972,597.0859,0.7824,99873,1
0.6708,539.3526,0.7039,102794,1
0.66,457.3556,0.7329,71556,1
0.6153,528.8171,0.6369,83141,1
0.6172,535.4421,0.7569,85765,1
0.7104,493.2531,0.7293,96442,1
0.6434,540.4469,0.6652,94961,1
0.6865,499.5711,0.5983,92369,1
0.6803,515.7153,0.625,96666,1
0.6763,449.2172,0.7375,72499,1
0.7169,453.027,0.7198,82850,1
0.6193,531.5886,0.5787,85133,1
0.6068,567.3827,0.497,93099,1
0.6743,484.2532,0.6205,83734,1
0.6615,468.6488,0.6286,75492,1
0.7047,459.3747,0.6362,82298,1
0.6546,621.7082,0.5943,130071,1
0.6703,496.9859,0.626,87159,1
0.6826,521.1825,0.6256,99415,1
0.6596,501.7878,0.5978,86036,1
0.6443,454.9478,0.6041,67481,1
0.6828,496.4069,0.749,90221,1
0.6803,567.3528,0.6937,117001,1
0.652,492.1942,0.5862,80881,1
0.5768,581.4884,0.7375,88358,1
0.7196,517.204,0.7385,108795,1
0.6352,528.7804,0.6249,88604,1
0.6851,449.0647,0.7426,74336,1
0.6302,480.4302,0.6388,72007,1
0.6738,444.6687,0.5989,70505,1
0.6395,555.2837,0.6905,99050,1
0.7322,445.1361,0.6568,83422,1
0.6825,470.9768,0.6621,81161,1
0.6471,468.287,0.5432,72124,1
0.6555,462.7871,0.7188,72269,1
0.6476,422.0411,0.6106,58670,1
0.631,548.4586,0.7266,94070,1
0.6508,487.5968,0.7487,79078,1
0.6641,546.3701,0.6259,103396,1
0.6616,538.9553,0.6608,99855,1
0.6732,505.9213,0.568,91096,1
0.7221,388.38,0.7201,61779,1
0.6734,433.0448,0.6877,66784,1
0.6841,442.5842,0.5889,72004,1
0.637,544.9312,0.7635,94624,1
0.6568,528.8004,0.6916,94732,1
0.7083,399.4981,0.7024,62892,1
0.6991,472.952,0.7438,85855,1
0.5871,554.8182,0.7642,83336,1
0.6573,527.5993,0.7139,94469,1
0.7102,478.2473,0.7396,90610,1
0.6393,467.6645,0.7676,70200,1
0.6586,535.2567,0.5693,97605,1
0.6916,486.5606,0.5938,88928,1
0.6527,487.2935,0.7628,79451,1
0.6429,503.653,0.7189,82347,1
0.6804,492.3325,0.6898,88135,1
0.5952,506.3981,0.67,71351,1
0.6107,558.6151,0.5447,91417,1
0.6467,440.0601,0.5636,63612,1
0.5968,441.5838,0.7481,54545,1
0.6025,536.9736,0.5005,82214,1
0.6387,453.8482,0.5421,66001,1
0.6532,570.3362,0.5811,109006,1
0.6653,457.1058,0.6365,72636,1
0.66,525.3441,0.5981,94411,1
0.6986,461.6435,0.7116,81686,1
0.7207,374.3317,0.662,57159,1
0.6766,509.301,0.7502,93261,1
0.6065,553.9015,0.5119,88640,1
0.6956,482.9578,0.6905,88643,1
0.6871,411.4486,0.7002,62772,1
0.652,533.6517,0.7488,95077,1
0.6241,508.749,0.5218,79170,1
0.6982,496.2845,0.7559,94293,1
0.6634,534.7285,0.7383,98845,1
0.6218,515.5391,0.5118,80705,1
0.6741,521.6305,0.5708,97097,1
0.6885,402.442,0.7556,60291,1
0.618,589.7301,0.6574,104308,1
0.6567,493.5614,0.5627,82498,1
0.6514,582.0058,0.5525,112871,1
0.6437,481.2083,0.5907,75362,1
0.6591,510.1316,0.563,88794,1
0.6841,525.8595,0.6435,101629,1
0.7403,512.6119,0.6856,113101,1
0.6759,516.4488,0.6546,95687,1
0.634,480.5314,0.5299,72889,1
0.6565,443.5447,0.7321,66584,1
0.6845,538.0987,0.6282,106538,1
0.7288,394.0979,0.7678,64783,1
0.6721,523.0721,0.5762,97062,1
0.6499,503.6442,0.6913,84152,1
0.6326,495.6296,0.7653,77208,1
0.6106,537.2269,0.7427,84506,1
0.6856,456.6792,0.7472,76991,1
0.7438,533.3902,0.6679,123618,1
0.6601,432.1567,0.6296,63907,1
0.687,443.7518,0.6119,72986,1
0.5673,475.9168,0.6397,57255,1
0.6475,464.4989,0.7628,71038,1
0.7294,493.3281,0.7018,101695,1
0.6693,415.2757,0.7633,60677,1
0.7013,380.5068,0.7305,55926,1
0.6481,497.0192,0.7245,81489,1
0.6805,500.7215,0.7031,91187,1
0.662,503.0661,0.6983,87110,1
0.7051,446.993,0.646,78025,1
0.6776,463.6641,0.6111,77516,1
0.633,490.6169,0.5453,75754,1
0.6477,430.3309,0.6088,61013,1
0.6769,463.2871,0.7088,77244,1
0.7457,385.8303,0.6766,65018,1
0.6753,551.7349,0.7462,109033,1
0.6369,598.6151,0.5451,114177,1
0.705,449.2928,0.6102,78792,1
0.6661,445.9318,0.5618,69304,1
0.6538,466.66,0.6726,73111,1
0.666,461.9574,0.75,74336,1
0.6545,466.2476,0.6226,73128,1
0.6419,488.9031,0.6538,77358,1
0.6811,520.2769,0.5948,98626,1
0.6337,510.9901,0.731,82366,1
0.5871,516.2589,0.5163,72140,1
0.5892,438.2606,0.624,52367,1
0.6792,557.6689,0.5933,112682,1
0.7006,390.8858,0.6204,58896,1
0.7087,404.889,0.6238,64666,1
0.6187,486.4598,0.5851,71141,1
0.7236,363.788,0.6485,54426,1
0.6734,494.4742,0.7051,87088,1
0.64,433.2884,0.6202,60387,1
0.6856,501.5779,0.618,92886,1
0.6376,401.8321,0.7187,51555,1
0.7518,396.6286,0.6693,69836,1
0.7167,456.9323,0.6104,84236,1
0.6782,404.0779,0.7327,58987,1
0.6774,470.3888,0.7175,79755,1
0.5973,533.1513,0.4888,79637,1
0.6433,462.9416,0.6002,69647,1
0.6599,507.22,0.7643,87994,1
0.6359,501.9065,0.7374,80011,1
0.7104,462.8951,0.736,84934,1
